"UserId","Rating","Genre1","Genre2","Genre3"
"41","4","Comedy","Romance","0"
"42","4","Action","Comedy","Crime"
"42","3","Adventure","Comedy","Sci-Fi"
"42","4","Action","Sci-Fi","Thriller"
"42","1","Action","Adventure","Sci-Fi"
"42","4","Comedy","Drama","Romance"
"42","5","Action","Adventure","0"
"42","3","Comedy","0","0"
"42","4","Adventure","Fantasy","Mystery"
"42","1","Action","Crime","Drama"
"42","5","Action","Comedy","Crime"
"42","4","Action","Adventure","Thriller"
"27","4","Documentary","Comedy","0"
"21","4","Action","Adventure","0"
"37","4","Action","Mystery","Sci-Fi"
"49","5","Action","Mystery","Sci-Fi"
"49","4","Action","Sci-Fi","Thriller"
"57","5","Documentary","Comedy","0"
"42","5","Documentary","Comedy","0"
"50","3","Adventure","Fantasy","Mystery"
"57","2","Action","Adventure","0"
"61","5","Action","Mystery","Sci-Fi"
"35","3","Action","Horror","Sci-Fi"
"61","4","Comedy","Drama","Romance"
"26","3","Action","Mystery","Sci-Fi"
"26","4","Comedy","Drama","Romance"
"26","4","Sci-Fi","Mystery","Drama"
"26","3","Documentary","Comedy","0"
"62","5","Action","Mystery","Sci-Fi"
"35","3","Action","Adventure","Thriller"
"50","5","Documentary","Comedy","0"
"54","5","Documentary","Comedy","0"
"59","4","Action","Mystery","Sci-Fi"
"35","5","Action","Mystery","Sci-Fi"
"89","5","Action","Adventure","Sci-Fi"
"91","4","Documentary","Comedy","0"
"96","4","Action","Adventure","Thriller"
"96","5","Action","Horror","Sci-Fi"
"61","3","Action","Mystery","Thriller"
"50","4","Documentary","Comedy","0"
"103","5","Action","Adventure","0"
"24","5","Action","Adventure","Sci-Fi"
"31","5","Action","Comedy","Crime"
"89","2","Action","Adventure","History"
"28","4","Documentary","Comedy","0"
"55","2","Documentary","Comedy","0"
"50","4","Action","Mystery","Sci-Fi"
"54","4","Action","Mystery","Sci-Fi"
"27","3","Action","Mystery","Sci-Fi"
"28","3","Action","Mystery","Sci-Fi"
"50","2","Comedy","Romance","0"
"55","4","Comedy","Romance","0"
"35","2","Action","Adventure","Thriller"
"55","5","Adventure","Fantasy","Mystery"
"26","4","Action","Adventure","0"
"26","3","Adventure","Fantasy","Mystery"
"26","3","Comedy","0","0"
"55","5","Action","Mystery","Sci-Fi"
"25","2","Action","Mystery","Thriller"
"25","2","Action","Adventure","Sci-Fi"
"25","3","Action","Comedy","Crime"
"25","4","Comedy","Drama","Romance"
"55","2","Action","Adventure","0"
"91","4","Action","Sci-Fi","Thriller"
"33","5","Action","Mystery","Sci-Fi"
"21","5","Action","Mystery","Sci-Fi"
"122","4","Action","Mystery","Thriller"
"122","2","Action","Adventure","Thriller"
"55","3","Drama","Mystery","Thriller"
"31","5","Action","Adventure","Thriller"
"61","4","Drama","Sci-Fi","Thriller"
"55","5","Adventure","Comedy","Drama"
"31","5","Action","Mystery","Sci-Fi"
"31","4","Documentary","Comedy","0"
"48","2","Action","Adventure","Thriller"
"48","3","Action","Adventure","Thriller"
"143","4","Action","Mystery","Sci-Fi"
"141","3","Action","Crime","Thriller"
"48","4","Action","Mystery","Sci-Fi"
"48","2","Action","Horror","Sci-Fi"
"55","3","Comedy","0","0"
"161","4","Action","Mystery","Sci-Fi"
"26","5","Action","Crime","Thriller"
"60","2","Action","Horror","Sci-Fi"
"15","5","Action","Crime","Thriller"
"60","3","Action","Crime","Drama"
"31","4","Action","Adventure","Comedy"
"61","4","Comedy","0","0"
"193","3","Action","Mystery","Sci-Fi"
"196","5","Action","Mystery","Sci-Fi"
"200","5","Action","Mystery","Sci-Fi"
"211","5","Comedy","Drama","Romance"
"213","5","Action","Mystery","Sci-Fi"
"33","2","Drama","Romance","0"
"193","3","Action","Mystery","Thriller"
"193","4","Action","Horror","Sci-Fi"
"243","3","Action","Adventure","History"
"202","5","Action","Sci-Fi","Thriller"
"241","4","Comedy","Drama","Romance"
"241","5","Comedy","Drama","Romance"
"127","3","Documentary","Comedy","0"
"251","5","Action","Mystery","Sci-Fi"
"253","5","Action","Mystery","Sci-Fi"
"31","4","Action","Drama","Thriller"
"264","5","Adventure","Fantasy","Mystery"
"264","4","Adventure","Comedy","Drama"
"264","4","Action","Mystery","Sci-Fi"
"264","5","Crime","Drama","Mystery"
"125","5","Adventure","Comedy","Drama"
"207","5","Crime","Drama","Mystery"
"75","4","Comedy","Romance","0"
"20","1","Romance","0","0"
"277","5","Action","Mystery","Sci-Fi"
"85","5","Action","Mystery","Sci-Fi"
"21","3","Action","Adventure","Thriller"
"21","5","Action","Sci-Fi","Thriller"
"85","3","Action","Adventure","Thriller"
"85","4","Action","Mystery","Thriller"
"20","4","Action","Mystery","Sci-Fi"
"21","4","Action","Crime","Thriller"
"15","3","Action","Mystery","Sci-Fi"
"20","5","Crime","Drama","Mystery"
"20","5","Comedy","Music","Romance"
"15","5","Action","Sci-Fi","Thriller"
"282","5","Action","Mystery","Sci-Fi"
"290","5","Action","Adventure","Thriller"
"294","5","Action","Mystery","Sci-Fi"
"55","4","Crime","Drama","Mystery"
"282","5","Crime","Drama","Mystery"
"31","4","Action","Sci-Fi","Thriller"
"20","5","Action","Crime","Thriller"
"15","4","Action","Crime","Thriller"
"15","3","Drama","Sci-Fi","Thriller"
"15","1","Comedy","0","0"
"15","5","Comedy","Biography","Drama"
"15","4","Action","Comedy","Crime"
"15","4","Adventure","Fantasy","Mystery"
"15","2","Action","Adventure","Thriller"
"321","4","Action","Mystery","Thriller"
"321","5","Action","Comedy","Crime"
"314","5","Comedy","0","0"
"334","5","Crime","Drama","Mystery"
"328","5","Comedy","Music","Romance"
"347","5","Action","Mystery","Sci-Fi"
"356","5","Action","Mystery","Sci-Fi"
"357","5","Action","Mystery","Sci-Fi"
"328","3","Crime","Drama","Mystery"
"328","3","Drama","Sci-Fi","Thriller"
"377","5","Action","Mystery","Sci-Fi"
"20","5","Action","Comedy","Crime"
"20","5","Action","Crime","Thriller"
"202","4","Drama","Mystery","Thriller"
"202","2","Action","Adventure","Comedy"
"202","3","Comedy","0","0"
"202","4","Crime","Drama","Thriller"
"202","3","Action","Mystery","Thriller"
"202","3","Action","Adventure","Thriller"
"202","5","Action","Mystery","Sci-Fi"
"42","3","Drama","Horror","Thriller"
"42","5","Drama","0","0"
"42","4","Documentary","Music","0"
"42","3","Action","Adventure","Drama"
"42","1","Drama","Sci-Fi","Thriller"
"25","2","Crime","Drama","Thriller"
"25","3","Crime","Drama","0"
"21","3","Comedy","Crime","Romance"
"33","3","Comedy","Crime","Romance"
"35","3","Comedy","0","0"
"41","2","Action","Adventure","Crime"
"43","4","Action","Crime","Thriller"
"45","4","Action","Comedy","Crime"
"33","4","Biography","Drama","0"
"33","2","Comedy","Romance","Drama"
"33","4","Comedy","Drama","Fantasy"
"33","3","Comedy","Romance","0"
"47","3","Crime","Drama","Thriller"
"35","3","Comedy","Drama","Fantasy"
"21","5","Action","Adventure","History"
"27","3","Biography","Drama","0"
"28","3","Biography","Drama","0"
"31","5","Drama","Mystery","Thriller"
"31","4","Documentary","Comedy","0"
"41","5","Action","Crime","Fantasy"
"41","3","Drama","Fantasy","Romance"
"48","3","Crime","Thriller","0"
"25","4","Action","Adventure","Crime"
"49","3","Drama","Mystery","Thriller"
"49","5","Biography","Drama","History"
"49","5","Biography","Drama","History"
"49","3","Action","Adventure","Drama"
"49","5","Action","Drama","War"
"49","4","Action","Crime","Thriller"
"50","2","Action","Adventure","Fantasy"
"50","3","Action","Crime","Thriller"
"50","2","Crime","Drama","Mystery"
"21","3","Comedy","0","0"
"157","3","Comedy","Romance","0"
"157","4","Action","Adventure","Drama"
"157","3","Mystery","Thriller","0"
"157","4","Action","Adventure","History"
"48","4","Drama","Biography","Music"
"35","5","Action","Adventure","Crime"
"21","3","Drama","Horror","Thriller"
"42","4","Drama","History","Thriller"
"42","3","Comedy","Horror","Music"
"50","4","Drama","Crime","Thriller"
"26","4","Drama","History","Thriller"
"41","3","Drama","Romance","Fantasy"
"52","4","Action","Adventure","Sci-Fi"
"53","5","Drama","Horror","Mystery"
"53","3","Comedy","Horror","Thriller"
"53","4","Drama","0","0"
"37","3","Action","Drama","0"
"49","3","Action","Adventure","Sci-Fi"
"53","3","Drama","0","0"
"21","4","Drama","Mystery","0"
"42","5","Comedy","0","0"
"33","5","Drama","Mystery","0"
"50","1","Comedy","Fantasy","Romance"
"54","2","Action","Adventure","Thriller"
"54","4","Comedy","Crime","0"
"21","4","Comedy","Fantasy","0"
"31","4","Comedy","Fantasy","0"
"27","4","Animation","Adventure","Fantasy"
"54","3","Action","Adventure","0"
"56","3","Comedy","Fantasy","Romance"
"48","4","Comedy","Crime","0"
"25","1","Action","Adventure","Sci-Fi"
"57","4","Comedy","Crime","0"
"42","2","Action","Adventure","Sci-Fi"
"25","3","Drama","0","0"
"28","3","Animation","Adventure","Fantasy"
"48","4","Action","Adventure","Sci-Fi"
"21","3","Action","Adventure","Sci-Fi"
"21","5","Action","Adventure","Sci-Fi"
"25","3","Action","Comedy","Crime"
"21","3","Action","Adventure","Crime"
"25","3","Action","Adventure","Drama"
"57","3","Action","Crime","Thriller"
"26","5","Documentary","Music","0"
"26","4","Comedy","0","0"
"26","4","Documentary","Comedy","0"
"35","2","Comedy","Horror","Thriller"
"63","4","Action","Adventure","Drama"
"61","4","Comedy","0","0"
"21","5","Action","Adventure","Drama"
"42","5","Action","Crime","Fantasy"
"55","4","Drama","Fantasy","Romance"
"60","4","Action","Adventure","Fantasy"
"48","4","Action","Comedy","Crime"
"35","2","Drama","Sci-Fi","Thriller"
"15","5","Action","Adventure","Sci-Fi"
"79","4","Action","Adventure","Sci-Fi"
"39","4","Action","Adventure","Crime"
"85","5","Animation","Adventure","Fantasy"
"15","5","Comedy","Fantasy","Romance"
"31","4","Comedy","Crime","0"
"15","4","Action","Adventure","History"
"89","2","Comedy","0","0"
"89","3","Action","Adventure","Sci-Fi"
"96","3","Drama","Sci-Fi","Thriller"
"96","3","Action","Adventure","Crime"
"100","3","Drama","Fantasy","Romance"
"56","5","Action","Comedy","Crime"
"55","5","Action","Adventure","Drama"
"89","2","Action","Adventure","Crime"
"15","5","Action","Adventure","0"
"42","4","Action","Adventure","Fantasy"
"54","3","Action","Crime","Thriller"
"61","3","Action","Adventure","Crime"
"21","4","Documentary","Comedy","0"
"33","4","Documentary","Comedy","0"
"55","5","Action","Adventure","Crime"
"25","3","Drama","Romance","Fantasy"
"55","2","Drama","Horror","Thriller"
"55","3","Action","Crime","Thriller"
"55","3","Action","Adventure","History"
"42","4","Action","Adventure","Crime"
"21","3","Comedy","0","0"
"48","4","Action","Adventure","Drama"
"141","5","Comedy","Crime","0"
"50","5","Drama","0","0"
"54","4","Drama","0","0"
"26","4","Action","Crime","Thriller"
"15","5","Action","Adventure","Fantasy"
"21","4","Comedy","Romance","0"
"21","3","Action","Adventure","Thriller"
"21","3","Action","Drama","War"
"33","4","Action","Drama","War"
"60","3","Drama","Sci-Fi","Thriller"
"33","5","Drama","Biography","Music"
"55","3","Action","Adventure","Sci-Fi"
"191","4","Biography","Drama","0"
"190","4","Action","Crime","Fantasy"
"188","3","Action","Adventure","History"
"31","3","Action","Adventure","Thriller"
"21","5","Action","Crime","Thriller"
"202","3","Action","Adventure","Drama"
"202","4","Action","Adventure","Drama"
"61","3","Comedy","Romance","0"
"125","2","Comedy","Romance","0"
"264","4","Biography","Drama","0"
"15","5","Action","Crime","Fantasy"
"207","5","Crime","Drama","Thriller"
"207","5","Drama","Romance","Fantasy"
"50","4","Drama","Romance","Fantasy"
"289","5","Action","Adventure","Sci-Fi"
"282","4","Action","Crime","Fantasy"
"55","2","Action","Crime","Fantasy"
"290","5","Action","Adventure","Sci-Fi"
"15","4","Action","Adventure","Thriller"
"85","5","Action","Crime","Fantasy"
"85","4","Action","Crime","Thriller"
"207","2","Action","Adventure","Thriller"
"207","3","Action","Adventure","0"
"15","3","Comedy","Fantasy","0"
"15","1","Action","Adventure","Drama"
"15","2","Action","Crime","Thriller"
"15","3","Comedy","Drama","Fantasy"
"15","3","Animation","Adventure","Fantasy"
"55","4","Drama","Romance","Fantasy"
"282","3","Action","Adventure","Sci-Fi"
"202","4","Action","Adventure","Sci-Fi"
"202","4","Action","Adventure","History"
"21","4","Crime","Mystery","Thriller"
"31","3","Crime","Mystery","Thriller"
"24","3","Action","Adventure","Mystery"
"35","2","Action","Adventure","Mystery"
"55","4","Action","Drama","Sci-Fi"
"35","3","Action","Sci-Fi","Thriller"
"50","5","Drama","Music","0"
"50","5","Drama","Romance","0"
"50","2","Drama","Thriller","War"
"35","5","Action","Crime","Thriller"
"25","2","Animation","Action","Sci-Fi"
"21","5","Animation","Adventure","Fantasy"
"21","3","Crime","Drama","Thriller"
"31","4","Crime","Drama","Thriller"
"55","3","Comedy","0","0"
"21","4","Comedy","Drama","Music"
"25","4","Drama","Comedy","0"
"57","2","Horror","Thriller","0"
"33","3","Crime","Mystery","Thriller"
"33","4","Animation","Adventure","Fantasy"
"33","2","Comedy","Drama","Music"
"26","5","Action","Biography","Drama"
"42","5","Action","Biography","Drama"
"48","3","Horror","Thriller","0"
"24","4","Action","Adventure","Sci-Fi"
"55","4","Action","Adventure","Fantasy"
"21","4","Action","Adventure","Sci-Fi"
"50","5","Documentary","0","0"
"50","4","Action","Adventure","Crime"
"42","3","Horror","Sci-Fi","0"
"56","2","Drama","Comedy","0"
"55","4","Drama","Thriller","War"
"59","1","Action","Adventure","Drama"
"41","3","Action","Adventure","Crime"
"59","3","Drama","Mystery","Thriller"
"21","4","Action","Western","0"
"25","3","Animation","Adventure","Comedy"
"42","5","Animation","Adventure","Fantasy"
"60","4","Action","Fantasy","Sci-Fi"
"50","5","Documentary","0","0"
"27","4","Comedy","0","0"
"48","4","Horror","Mystery","Thriller"
"25","4","Comedy","0","0"
"42","4","Action","Drama","Western"
"25","4","Comedy","Drama","Sport"
"25","3","Adventure","Comedy","Drama"
"25","4","Action","Horror","Sci-Fi"
"35","5","Drama","Sci-Fi","Thriller"
"55","5","Action","Sci-Fi","Thriller"
"55","5","Action","Sci-Fi","Thriller"
"55","5","Action","Sci-Fi","Thriller"
"55","4","Comedy","Drama","Romance"
"55","3","Comedy","Drama","Romance"
"59","3","Adventure","Comedy","Fantasy"
"21","2","Comedy","Drama","0"
"21","3","Action","Fantasy","Sci-Fi"
"26","3","Action","Drama","Western"
"50","3","Comedy","Fantasy","Romance"
"54","4","Comedy","Drama","0"
"50","3","Comedy","Drama","0"
"35","2","Action","Adventure","Thriller"
"61","5","Adventure","Fantasy","Sci-Fi"
"21","4","Animation","Fantasy","Romance"
"61","2","Comedy","0","0"
"26","5","Animation","Adventure","Fantasy"
"26","5","Comedy","Romance","0"
"26","5","Action","Adventure","Drama"
"27","3","Animation","Adventure","Comedy"
"28","3","Animation","Adventure","Comedy"
"28","3","Comedy","0","0"
"56","4","Drama","Mystery","Sci-Fi"
"63","3","Comedy","Romance","0"
"31","4","Drama","Mystery","Thriller"
"42","5","Action","Adventure","Drama"
"60","3","Action","Adventure","Drama"
"61","4","Comedy","0","0"
"15","4","Animation","Adventure","Comedy"
"85","4","Animation","Adventure","Comedy"
"45","4","Action","Adventure","Mystery"
"96","5","Drama","Mystery","Thriller"
"31","5","Comedy","Romance","0"
"55","5","Animation","Adventure","Comedy"
"15","5","Drama","Mystery","Sci-Fi"
"50","4","Animation","Adventure","Comedy"
"54","4","Animation","Adventure","Comedy"
"55","5","Drama","Mystery","Thriller"
"50","5","Action","Drama","Sci-Fi"
"54","5","Action","Drama","Sci-Fi"
"26","5","Action","Drama","Sci-Fi"
"31","5","Comedy","Drama","Romance"
"31","5","Comedy","Drama","Romance"
"25","5","Animation","Adventure","Fantasy"
"55","4","Action","Fantasy","Sci-Fi"
"26","5","Drama","Thriller","War"
"21","4","Animation","Adventure","Fantasy"
"33","5","Animation","Adventure","Fantasy"
"24","4","Action","Adventure","Drama"
"60","5","Animation","Adventure","Comedy"
"21","5","Drama","Mystery","Thriller"
"55","5","Animation","Adventure","Fantasy"
"54","2","Comedy","0","0"
"61","4","Comedy","Drama","0"
"125","5","Comedy","Drama","0"
"55","5","Animation","Fantasy","Romance"
"143","5","Drama","Mystery","Thriller"
"55","3","Action","Adventure","Drama"
"144","5","Comedy","Romance","0"
"35","4","Comedy","0","0"
"28","4","Comedy","Drama","Romance"
"26","4","Comedy","Drama","0"
"28","1","Comedy","Drama","Romance"
"61","4","Documentary","0","0"
"190","4","Drama","Sci-Fi","Thriller"
"193","5","Action","Drama","Sci-Fi"
"201","5","Drama","Mystery","Sci-Fi"
"196","4","Comedy","Romance","0"
"209","5","Action","Adventure","Fantasy"
"61","4","Action","Drama","Sci-Fi"
"125","2","Action","Drama","Sci-Fi"
"241","2","Comedy","Drama","Romance"
"21","4","Adventure","Comedy","Drama"
"33","3","Adventure","Comedy","Drama"
"61","4","Drama","Mystery","Thriller"
"125","4","Drama","Mystery","Thriller"
"15","5","Action","Sci-Fi","Thriller"
"15","5","Action","Sci-Fi","Thriller"
"15","5","Action","Sci-Fi","Thriller"
"61","4","Adventure","Comedy","Drama"
"15","4","Animation","Adventure","Fantasy"
"15","5","Action","Crime","Thriller"
"20","1","Action","Adventure","Fantasy"
"125","5","Action","Sci-Fi","Thriller"
"275","4","Drama","Sci-Fi","Thriller"
"85","4","Action","Adventure","Fantasy"
"85","5","Drama","Sci-Fi","Thriller"
"15","1","Drama","Mystery","Thriller"
"85","4","Adventure","Comedy","Fantasy"
"15","4","Animation","Fantasy","Romance"
"15","4","Action","Adventure","Sci-Fi"
"15","5","Action","Fantasy","Sci-Fi"
"85","4","Animation","Adventure","Fantasy"
"85","4","Action","Sci-Fi","Thriller"
"85","4","Action","Sci-Fi","Thriller"
"85","3","Action","Adventure","Sci-Fi"
"15","2","Action","Adventure","Mystery"
"15","3","Comedy","Fantasy","Romance"
"15","2","Animation","Adventure","Comedy"
"85","5","Drama","Sci-Fi","Thriller"
"307","5","Animation","Adventure","Comedy"
"307","4","Comedy","Fantasy","Romance"
"15","3","Action","Drama","Sci-Fi"
"315","5","Animation","Adventure","Comedy"
"321","2","Comedy","Drama","Romance"
"321","3","Comedy","Drama","Romance"
"321","4","Action","Adventure","Mystery"
"321","4","Action","Sci-Fi","Thriller"
"321","3","Action","Sci-Fi","Thriller"
"321","4","Action","Sci-Fi","Thriller"
"321","5","Action","Fantasy","Sci-Fi"
"15","3","Drama","Thriller","War"
"328","3","Drama","Comedy","0"
"328","4","Action","Adventure","Mystery"
"328","5","Animation","Adventure","Comedy"
"20","5","Action","Adventure","Sci-Fi"
"377","4","Action","Sci-Fi","Thriller"
"377","4","Action","Sci-Fi","Thriller"
"377","5","Action","Adventure","Sci-Fi"
"380","4","Action","Adventure","Sci-Fi"
"282","3","Action","Sci-Fi","Thriller"
"20","5","Drama","Thriller","War"
"202","2","Action","Fantasy","Sci-Fi"
"202","5","Drama","Mystery","Thriller"
"202","3","Action","Sci-Fi","Thriller"
"202","3","Action","Sci-Fi","Thriller"
"202","4","Action","Sci-Fi","Thriller"
"202","2","Action","Fantasy","Sci-Fi"
"275","5","Adventure","Comedy","Fantasy"
"202","4","Drama","Comedy","0"
"202","5","Drama","Comedy","0"
"202","4","Action","Adventure","Thriller"
"282","5","Action","Adventure","Drama"
"282","4","Action","Adventure","Fantasy"
"202","4","Action","Biography","Drama"
"202","2","Action","Adventure","Mystery"
"59","2","Action","Sci-Fi","0"
"63","3","Horror","Thriller","0"
"27","2","Comedy","Drama","Romance"
"28","2","Comedy","Drama","Romance"
"43","5","Drama","0","0"
"64","5","Adventure","Family","Fantasy"
"33","4","Comedy","Drama","0"
"31","4","Action","Crime","Thriller"
"31","5","Comedy","Fantasy","Romance"
"21","3","Comedy","Horror","Thriller"
"21","4","Action","Adventure","Thriller"
"21","3","Comedy","Drama","0"
"27","3","Animation","Adventure","Comedy"
"31","3","Crime","Mystery","0"
"42","5","Comedy","Crime","Drama"
"42","5","Comedy","Drama","Musical"
"42","4","Comedy","0","0"
"33","1","Action","Adventure","Fantasy"
"31","4","Drama","Romance","0"
"21","2","Action","Adventure","Fantasy"
"33","5","Comedy","Horror","Thriller"
"27","5","Adventure","Comedy","Drama"
"91","2","Comedy","Drama","0"
"43","3","Drama","Music","0"
"56","4","Action","Sci-Fi","Thriller"
"55","4","Action","Adventure","Fantasy"
"55","5","Action","Adventure","Fantasy"
"55","4","Action","Adventure","Fantasy"
"55","4","Drama","Fantasy","Romance"
"55","4","Drama","Fantasy","Romance"
"55","5","Drama","Fantasy","Romance"
"50","5","Animation","Action","Adventure"
"48","5","Biography","Drama","Sport"
"71","3","Action","Comedy","Romance"
"71","1","Drama","Romance","0"
"72","5","Drama","0","0"
"72","5","Drama","Mystery","Thriller"
"63","2","Drama","Thriller","0"
"73","3","Comedy","Drama","0"
"25","4","Drama","War","0"
"75","3","Action","Adventure","War"
"75","5","Drama","Mystery","Crime"
"75","5","Romance","Drama","Thriller"
"75","3","Comedy","Romance","0"
"75","4","Action","Comedy","Crime"
"75","5","Crime","Mystery","0"
"27","3","Animation","Adventure","Comedy"
"31","4","Comedy","0","0"
"31","4","Action","Adventure","Fantasy"
"61","3","Comedy","Drama","0"
"15","3","Horror","Thriller","Mystery"
"15","2","Action","Horror","Mystery"
"15","4","Comedy","0","0"
"55","5","Drama","Musical","Thriller"
"55","4","Action","Adventure","Fantasy"
"35","5","Action","Mystery","Sci-Fi"
"55","5","Action","Adventure","Fantasy"
"21","4","Action","Mystery","Sci-Fi"
"35","3","Horror","Mystery","Thriller"
"73","2","Horror","Thriller","0"
"55","5","Action","Adventure","Fantasy"
"27","3","Biography","Drama","History"
"28","3","Biography","Drama","History"
"82","5","Drama","Romance","0"
"86","5","Action","Mystery","Sci-Fi"
"55","5","Adventure","Family","Fantasy"
"89","4","Comedy","Crime","Drama"
"89","2","Action","Adventure","Fantasy"
"96","5","Action","Adventure","Fantasy"
"96","5","Action","Adventure","Fantasy"
"15","4","Animation","Adventure","Comedy"
"100","5","Action","Adventure","Fantasy"
"100","3","Drama","Fantasy","Romance"
"55","5","Animation","Action","Adventure"
"89","4","Drama","Mystery","Thriller"
"24","5","Drama","Mystery","Thriller"
"50","3","Action","Adventure","Fantasy"
"26","3","Action","Adventure","Fantasy"
"55","5","Biography","Drama","Sport"
"27","4","Drama","Mystery","Thriller"
"28","3","Drama","Mystery","Thriller"
"55","4","Animation","Adventure","Comedy"
"55","3","Action","Comedy","Romance"
"55","4","Action","Adventure","Fantasy"
"25","3","Comedy","Crime","Drama"
"43","5","Drama","Mystery","Thriller"
"21","3","Comedy","Fantasy","Romance"
"33","3","Comedy","Fantasy","Romance"
"37","2","Drama","Romance","0"
"35","4","Action","Horror","Mystery"
"25","4","Drama","Mystery","Thriller"
"31","3","Drama","Romance","0"
"25","4","Comedy","Drama","0"
"21","4","Action","Comedy","Crime"
"21","3","Action","Adventure","Fantasy"
"21","5","Action","Adventure","Fantasy"
"134","5","Action","Adventure","Fantasy"
"48","5","Comedy","Crime","Drama"
"61","4","Drama","Mystery","Thriller"
"125","4","Drama","Mystery","Thriller"
"144","5","Action","Mystery","Sci-Fi"
"157","5","Comedy","0","0"
"61","5","Action","Adventure","Fantasy"
"161","5","Action","Adventure","Fantasy"
"15","4","Action","Adventure","Fantasy"
"15","3","Action","Adventure","Fantasy"
"15","4","Action","Adventure","Fantasy"
"35","4","Comedy","0","0"
"167","5","Action","Adventure","Fantasy"
"167","5","Action","Adventure","Fantasy"
"43","5","Comedy","Drama","0"
"31","3","Drama","Fantasy","Romance"
"21","4","Action","Mystery","Sci-Fi"
"190","4","Action","Adventure","Fantasy"
"193","5","Action","Mystery","Sci-Fi"
"196","5","Adventure","Family","Fantasy"
"196","5","Action","Adventure","Fantasy"
"196","3","Drama","Thriller","0"
"55","3","Comedy","Fantasy","Romance"
"31","2","Action","Comedy","Romance"
"157","3","Comedy","Drama","Romance"
"253","4","Drama","Fantasy","Romance"
"253","5","Comedy","Drama","Romance"
"253","5","Action","Adventure","Fantasy"
"31","2","Drama","Fantasy","Romance"
"15","5","Adventure","Family","Fantasy"
"15","5","Action","Adventure","Fantasy"
"15","4","Animation","Action","Adventure"
"193","4","Action","Adventure","Fantasy"
"193","2","Adventure","Family","Fantasy"
"193","5","Action","Adventure","Fantasy"
"264","3","Comedy","Drama","0"
"15","5","Action","Mystery","Sci-Fi"
"15","5","Action","Adventure","Fantasy"
"245","5","Action","Adventure","Fantasy"
"61","5","Action","Adventure","Thriller"
"125","5","Action","Adventure","Thriller"
"200","4","Action","Adventure","Fantasy"
"15","5","Drama","Musical","Thriller"
"15","5","Drama","Fantasy","Romance"
"15","3","Comedy","Drama","0"
"20","2","Drama","Romance","0"
"20","4","Action","Adventure","Fantasy"
"20","2","Action","Adventure","Fantasy"
"85","4","Action","Adventure","Fantasy"
"85","3","Action","Adventure","Fantasy"
"50","4","Drama","Fantasy","Romance"
"21","5","Drama","Fantasy","Romance"
"15","5","Action","Adventure","Fantasy"
"285","4","Action","Adventure","Fantasy"
"55","2","Action","Adventure","Fantasy"
"20","3","Drama","Fantasy","Romance"
"15","4","Action","Adventure","Fantasy"
"15","3","Comedy","0","0"
"15","4","Action","Comedy","Crime"
"15","5","Action","Sci-Fi","0"
"85","4","Action","Adventure","Fantasy"
"301","2","Action","Adventure","Fantasy"
"15","3","Animation","Adventure","Comedy"
"15","1","Drama","Fantasy","Romance"
"15","4","Comedy","Fantasy","Romance"
"15","1","Drama","Fantasy","Romance"
"15","3","Action","Adventure","Fantasy"
"15","3","Comedy","Drama","Romance"
"307","4","Animation","Action","Adventure"
